House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
22,Aethelstan Prairie,Toby,Morris,11,Son,Unknown,Male,Student,Unknown,Unknown
22,Aethelstan Prairie,Anna,Morris,11,Daughter,Unknown,Female,Student,Unknown,Unknown
23,Aethelstan Prairie,Eileen,Scott,53,Head,Married,Female,Audiological scientist,Unknown,Catholic
23,Aethelstan Prairie,Gavin,Scott,58,Husband,Married,Male,"Producer, radio",Unknown,Catholic
23,Aethelstan Prairie,Dawn,Scott,33,Adopted Daughter,Single,Female,Forensic psychologist,Unknown,Catholic
24,Aethelstan Prairie,Clifford,Reed,30,Head,Married,Male,Insurance risk surveyor,Unknown,Unknown
24,Aethelstan Prairie,Melissa,Reed,25,Wife,Married,Female,Insurance risk surveyor,Unknown,Unknown
24,Aethelstan Prairie,Heather,Reed,1,Daughter,Unknown,Female,Child,Unknown,Unknown
24,Aethelstan Prairie,Carol,Jones,25,Sibling,Single,Female,"Engineer, maintenance",Unknown,Christian
25,Aethelstan Prairie,Allan,Law,70,Head,Married,Male,Retired,Unknown,Methodist
25,Aethelstan Prairie,Joanna,Law,64,Wife,Married,Female,Aeronautical engineer,Unknown,Methodist
25,Aethelstan Prairie,Christopher,Law,40,Son,Divorced,Male,Farm manager,Unknown,Methodist
25,Aethelstan Prairie,Graham,Law,36,Son,Single,Male,"Administrator, arts",Unknown,Methodist
26,Aethelstan Prairie,Keith,Jackson,47,Head,Married,Male,Unemployed,Unknown,Catholic
26,Aethelstan Prairie,Gail,Jackson,47,Wife,Married,Female,Curator,Unknown,Unknown
26,Aethelstan Prairie,Holly,Jackson,20,Daughter,Single,Female,Private music teacher,Unknown,Unknown
26,Aethelstan Prairie,Mary,Jackson,1,Daughter,Unknown,Female,Child,Unknown,Unknown
27,Aethelstan Prairie,Marie,Bradley,22,Head,Single,Female,University Student,Unknown,Unknown
27,Aethelstan Prairie,Mathew,Davies,24,Unknown,Single,Male,Animal nutritionist,Unknown,Unknown
27,Aethelstan Prairie,Declan,Mitchell,23,Unknown,Single,Male,Broadcast presenter,Unknown,Catholic
28,Aethelstan Prairie,Valerie,Moore,48,Head,Divorced,Female,Unemployed,Unknown,Unknown
28,Aethelstan Prairie,Jasmine,Moore,10,Daughter,Unknown,Female,Student,Unknown,Unknown
29,Aethelstan Prairie,Tracy,Lewis,75,Head,Married,Female,Retired,Unknown,Christian
29,Aethelstan Prairie,Graeme,Lewis,77,Husband,Married,Male,Retired,Unknown,Christian
30,Aethelstan Prairie,Karen,Watkins,59,Head,Divorced,Female,Television camera operator,Unknown,Christian
31,Aethelstan Prairie,Ian,Harrison,43,Head,Married,Male,Ecologist,Unknown,Unknown
31,Aethelstan Prairie,Melissa,Harrison,36,Wife,Married,Female,Retail merchandiser,Unknown,Unknown
31,Aethelstan Prairie,Denise,Harrison,5,Daughter,Unknown,Female,Student,Unknown,Unknown
31,Aethelstan Prairie,Allan,Harrison,2,Son,Unknown,Male,Child,Unknown,Unknown
32,Aethelstan Prairie,Lorraine,Cook,20,Head,Married,Female,University Student,Unknown,Catholic
32,Aethelstan Prairie,Kevin,Cook,25,Husband,Married,Male,Public relations officer,Unknown,Unknown
33,Aethelstan Prairie,Margaret,Ellis,79,Head,Divorced,Female,Retired,Unknown,Christian
33,Aethelstan Prairie,Teresa,Ellis,42,Daughter,Widowed,Female,"Therapist, art",Unknown,Unknown
34,Aethelstan Prairie,Jodie,Rogers,20,Head,Single,Female,University Student,Unknown,Christian
34,Aethelstan Prairie,Cameron,Dixon,25,Partner,Single,Male,Land/geomatics surveyor,Unknown,Christian
35,Aethelstan Prairie,Hollie,Elliott,46,Head,Divorced,Female,Unemployed,Unknown,Unknown
35,Aethelstan Prairie,Paige,Elliott,16,Daughter,Unknown,Female,Student,Unknown,Unknown
35,Aethelstan Prairie,Barry,Elliott,12,Son,Unknown,Male,Student,Unknown,Unknown
36,Aethelstan Prairie,Ronald,Jones,31,Head,Married,Male,"Teacher, English as a foreign language",Unknown,Agnostic
36,Aethelstan Prairie,Lesley,Jones,25,Wife,Married,Female,Risk manager,Unknown,Agnostic
37,Aethelstan Prairie,Gail,Parker,87,Head,Married,Female,Retired,Unknown,Christian
37,Aethelstan Prairie,Aaron,Parker,94,Husband,Married,Male,Retired,Unknown,Christian
38,Aethelstan Prairie,Shannon,Kirk,75,Head,Married,Female,Retired,Unknown,Christian
38,Aethelstan Prairie,Gavin,Kirk,77,Husband,Married,Male,Retired,Unknown,Christian
39,Aethelstan Prairie,Cheryl,Short,57,Head,Married,Female,Unemployed,Unknown,Methodist
39,Aethelstan Prairie,Derek,Short,58,Husband,Married,Male,"Designer, television/film set",Unknown,Methodist
39,Aethelstan Prairie,Damien,Short,16,Son,Unknown,Male,Student,Unknown,Unknown
39,Aethelstan Prairie,Colin,Short,15,Son,Unknown,Male,Student,Unknown,Unknown
40,Aethelstan Prairie,Rachael,White,83,Head,Married,Female,Retired,Unknown,Catholic
40,Aethelstan Prairie,Damian,White,84,Husband,Married,Male,Retired,Unknown,Unknown
41,Aethelstan Prairie,Sally,Brown,54,Head,Divorced,Female,Unemployed,Unknown,Methodist
41,Aethelstan Prairie,Nicholas,Brown,18,Son,Single,Male,Student,Unknown,Methodist
41,Aethelstan Prairie,Joanne,Brown,18,Daughter,Single,Female,Student,Unknown,Methodist
41,Aethelstan Prairie,Fiona,Brown,17,Daughter,Unknown,Female,Student,Unknown,Unknown
41,Aethelstan Prairie,Thomas,Cox,13,Son,Unknown,Male,Student,Unknown,Unknown
42,Aethelstan Prairie,Mary,Turnbull,28,Head,Single,Female,Unemployed,Unknown,Christian
42,Aethelstan Prairie,Amanda,Turnbull,2,Daughter,Unknown,Female,Child,Unknown,Unknown
42,Aethelstan Prairie,Dean,Turnbull,1,Son,Unknown,Male,Child,Unknown,Unknown
43,Aethelstan Prairie,Hazel,Peters,68,Head,Widowed,Female,Retired,Unknown,Unknown
44,Aethelstan Prairie,Naomi,Murphy,58,Head,Married,Female,Unemployed,Unknown,Christian
44,Aethelstan Prairie,Shaun,Murphy,64,Husband,Married,Male,Oncologist,Unknown,Unknown
44,Aethelstan Prairie,Maria,Murphy,16,Daughter,Unknown,Female,Student,Unknown,Unknown
45,Aethelstan Prairie,Harriet,Glover,19,Head,Single,Female,University Student,Unknown,Unknown
45,Aethelstan Prairie,Josh,Williamson,22,Partner,Single,Male,University Student,Unknown,Unknown
46,Aethelstan Prairie,Joe,Perkins,40,Head,Single,Male,"Buyer, industrial",Unknown,Unknown
46,Aethelstan Prairie,Hazel,Russell,26,Unknown,Single,Female,Art gallery manager,Unknown,Unknown
47,Aethelstan Prairie,Charlene,Day,68,Head,Married,Female,Retired,Unknown,Christian
47,Aethelstan Prairie,Guy,Day,73,Husband,Married,Male,Retired,Unknown,Christian
48,Aethelstan Prairie,Emily Anne,Lawrence,62,Head,Single,Female,"Education officer, environmental",Unknown,Unknown
49,Aethelstan Prairie,Dorothy,Bowen,70,Head,Married,Female,Retired,Unknown,Christian
49,Aethelstan Prairie,Bryan,Bowen,70,Husband,Married,Male,Retired,Unknown,Unknown
50,Aethelstan Prairie,Melissa,Lawrence,59,Head,Divorced,Female,Newspaper journalist,Unknown,Christian
50,Aethelstan Prairie,Leslie,Lawrence,22,Son,Single,Male,Radiation protection practitioner,Unknown,Christian
50,Aethelstan Prairie,Connor,Lawrence,17,Son,Unknown,Male,Student,Unknown,Unknown
50,Aethelstan Prairie,Jayne,Fox,14,Daughter,Unknown,Female,Student,Unknown,Unknown
50,Aethelstan Prairie,Sophie,Fox,13,Daughter,Unknown,Female,Student,Unknown,Unknown
51,Aethelstan Prairie,Susan,Long,69,Head,Widowed,Female,Retired,Unknown,Unknown
51,Aethelstan Prairie,Owen,Long,39,Son,Divorced,Male,Retail banker,Unknown,Unknown
52,Aethelstan Prairie,Hilary,Lawrence,79,Head,Married,Female,Retired,Unknown,Christian
52,Aethelstan Prairie,Antony,Lawrence,82,Husband,Married,Male,Retired,Unknown,Unknown
53,Aethelstan Prairie,Kim,Chapman,27,Head,Single,Female,Computer games developer,Unknown,Unknown
53,Aethelstan Prairie,Jack,Ward,29,Partner,Single,Male,"Designer, furniture",Unknown,Unknown
53,Aethelstan Prairie,Lynn,Chapman,8,Daughter,Unknown,Female,Student,Unknown,Unknown
54,Aethelstan Prairie,Michelle,Moore,52,Head,Divorced,Female,Secondary school teacher,Unknown,Christian
54,Aethelstan Prairie,Natasha,Moore,32,Daughter,Single,Female,"Journalist, magazine",Unknown,Unknown
54,Aethelstan Prairie,Jane,Moore,25,Daughter,Divorced,Female,Manufacturing systems engineer,Unknown,Christian
55,Aethelstan Prairie,Kimberley,White,39,Head,Married,Female,Consulting civil engineer,Unknown,Unknown
55,Aethelstan Prairie,Richard,White,38,Husband,Married,Male,Company secretary,Unknown,Unknown
56,Aethelstan Prairie,Alice,Begum,50,Head,Divorced,Female,Estate manager/land agent,Unknown,Christian
56,Aethelstan Prairie,Kelly,Begum,10,Daughter,Unknown,Female,Student,Unknown,Unknown
57,Aethelstan Prairie,Frank,Dixon,45,Head,Married,Male,Chartered certified accountant,Unknown,Unknown
57,Aethelstan Prairie,Ruth,Dixon,37,Wife,Married,Female,Archivist,Unknown,Unknown
58,Aethelstan Prairie,Katy,French,33,Head,Divorced,Female,Engineering geologist,Unknown,Unknown
58,Aethelstan Prairie,Danielle,Hawkins,29,Lodger,Single,Female,Museum/gallery curator,Unknown,Unknown
58,Aethelstan Prairie,Ricky,Smith,43,Sibling,Divorced,Male,TEFL teacher,Unknown,Unknown
59,Aethelstan Prairie,Scott,Young,62,Head,Married,Male,Health service manager,Unknown,Christian
59,Aethelstan Prairie,Victoria,Young,59,Wife,Married,Female,"Engineer, automotive",Unknown,Catholic
59,Aethelstan Prairie,Arthur,Young,8,Grandson,Unknown,Male,Student,Unknown,Unknown
59,Aethelstan Prairie,Vanessa,Parkinson,4,Granddaughter,Unknown,Female,Child,Unknown,Unknown
60,Aethelstan Prairie,Joanne,Morris,27,Head,Married,Female,Financial planner,Unknown,Unknown
60,Aethelstan Prairie,Harry,Morris,28,Husband,Married,Male,Systems analyst,Unknown,Unknown
60,Aethelstan Prairie,Kirsty,Morris,3,Daughter,Unknown,Female,Child,Unknown,Unknown
61,Aethelstan Prairie,Marcus,Davis,20,Head,Married,Male,University Student,Unknown,Unknown
61,Aethelstan Prairie,Natalie,Davis,19,Wife,Married,Female,University Student,Unknown,Unknown
62,Aethelstan Prairie,Jodie,Simpson,50,Head,Married,Female,Patent attorney,Unknown,Unknown
62,Aethelstan Prairie,Raymond,Simpson,52,Husband,Married,Male,Unemployed,Unknown,Unknown
62,Aethelstan Prairie,Scott,Simpson,17,Son,Unknown,Male,Student,Unknown,Unknown
62,Aethelstan Prairie,Jean,Simpson,14,Daughter,Unknown,Female,Student,Unknown,Unknown
63,Aethelstan Prairie,Tracey,Davis,45,Head,Married,Female,"Psychologist, counselling",Unknown,Christian
63,Aethelstan Prairie,George,Davis,47,Husband,Married,Male,Furniture designer,Unknown,Christian
64,Aethelstan Prairie,Nicola,Holmes,47,Head,Married,Female,Secretary/administrator,Unknown,Unknown
64,Aethelstan Prairie,George,Holmes,48,Husband,Married,Male,Nutritional therapist,Unknown,Unknown
64,Aethelstan Prairie,Rachael,Wilkinson,31,Daughter,Single,Female,Plant breeder/geneticist,Unknown,Unknown
65,Aethelstan Prairie,Carole,John,84,Head,Married,Female,Retired,Unknown,Jewish
65,Aethelstan Prairie,Colin,John,84,Husband,Married,Male,Retired,Unknown,Jewish
66,Aethelstan Prairie,Toby,Rowe,19,Head,Widowed,Male,University Student,Unknown,Catholic
67,Aethelstan Prairie,Rosie,Wright,83,Head,Married,Female,Retired,Unknown,Christian
67,Aethelstan Prairie,Sean,Wright,88,Husband,Married,Male,Retired,Unknown,Christian
68,Aethelstan Prairie,Wendy,Harris,41,Head,Married,Female,Textile designer,Unknown,Christian
68,Aethelstan Prairie,Aaron,Harris,45,Husband,Married,Male,Charity officer,Unknown,Christian
69,Aethelstan Prairie,Joanne,Harrison,54,Head,Married,Female,Call centre manager,Unknown,Christian
69,Aethelstan Prairie,Henry,Harrison,46,Husband,Married,Male,Unemployed,Unknown,Christian
70,Aethelstan Prairie,Gregory,Jenkins,40,Head,Divorced,Male,Chief Executive Officer,Unknown,Unknown
70,Aethelstan Prairie,Tom,Jenkins,4,Son,Unknown,Male,Child,Unknown,Unknown
71,Aethelstan Prairie,Jane,Flynn,18,Head,Single,Female,University Student,Unknown,Christian
71,Aethelstan Prairie,Kayleigh,Dunn,22,Unknown,Single,Female,University Student,Unknown,Unknown
72,Aethelstan Prairie,Graeme,Matthews,52,Head,Single,Male,Retail banker,Unknown,Christian
72,Aethelstan Prairie,Elizabeth,Ward,57,Partner,Single,Female,"Geologist, wellsite",Unknown,Christian
73,Aethelstan Prairie,Carolyn,James,52,Head,Single,Female,Unemployed,Unknown,Christian
73,Aethelstan Prairie,Lee,James,15,Son,Unknown,Male,Student,Unknown,Unknown
73,Aethelstan Prairie,Alex,James,15,Son,Unknown,Male,Student,Unknown,Unknown
73,Aethelstan Prairie,Jacqueline,James,14,Daughter,Unknown,Female,Student,Unknown,Unknown
74,Aethelstan Prairie,Sharon,Watson,46,Head,Single,Female,Unemployed,Unknown,Unknown
74,Aethelstan Prairie,Diana,Tucker,51,Sibling,Single,Female,Aid worker,Unknown,Unknown
75,Aethelstan Prairie,Jade,Brown,71,Head,Married,Female,Retired,Unknown,Unknown
75,Aethelstan Prairie,Mohamed,Brown,72,Husband,Married,Male,Retired,Unknown,Unknown
76,Aethelstan Prairie,Gail,Robinson,51,Head,Divorced,Female,Unemployed,Unknown,Methodist
76,Aethelstan Prairie,Leon,Robinson,7,Son,Unknown,Male,Student,Unknown,Unknown
76,Aethelstan Prairie,Colin,Robinson,6,Son,Unknown,Male,Student,Unknown,Unknown
76,Aethelstan Prairie,Frank,Pritchard-Robinson,4,Son,Unknown,Male,Child,Unknown,Unknown
77,Aethelstan Prairie,Glen,Watson,44,Head,Divorced,Male,Public house manager,Unknown,Christian
77,Aethelstan Prairie,Joanne,Watson,4,Step-Daughter,Unknown,Female,Child,Unknown,Unknown
77,Aethelstan Prairie,Victoria,Khan,53,Sibling,Divorced,Female,Clinical embryologist,Unknown,Christian
78,Aethelstan Prairie,Debra,Cox,56,Head,Married,Female,"Biochemist, clinical",Unknown,Christian
78,Aethelstan Prairie,Lynne,Cox,58,Wife,Married,Female,Land,Unknown,Unknown
78,Aethelstan Prairie,Stephen,Cox,16,Son,Unknown,Male,Student,Unknown,Unknown
79,Aethelstan Prairie,Elaine,Ward,44,Head,Divorced,Female,Unemployed,Unknown,Catholic
79,Aethelstan Prairie,Dorothy,Ward,15,Adopted Daughter,Unknown,Female,Student,Unknown,Unknown
80,Aethelstan Prairie,Hannah,Hart,28,Head,Divorced,Female,Chief Executive Officer,Unknown,Catholic
80,Aethelstan Prairie,Nicholas,Campbell-Hart,11,Son,Unknown,Male,Student,Unknown,Unknown
80,Aethelstan Prairie,Elizabeth,Campbell-Hart,10,Daughter,Unknown,Female,Student,Unknown,Unknown
80,Aethelstan Prairie,Tina,Campbell-Hart,4,Daughter,Unknown,Female,Child,Unknown,Unknown
80,Aethelstan Prairie,Anna,Campbell-Hart,0,Daughter,Unknown,Female,Child,Unknown,Unknown
81,Aethelstan Prairie,Adam,Burrows,40,Head,Single,Male,Public relations account executive,Unknown,Christian
81,Aethelstan Prairie,Holly,Chapman,31,Partner,Single,Female,Unemployed,Unknown,Unknown
82,Aethelstan Prairie,Connor,Taylor,53,Head,Married,Male,Emergency planning/management officer,Unknown,Christian
82,Aethelstan Prairie,Heather,Taylor,49,Wife,Married,Female,Event organiser,Unknown,Unknown
83,Aethelstan Prairie,John,Wright,41,Head,Single,Male,Unemployed,Unknown,Unknown
83,Aethelstan Prairie,Georgia,Ahmed,37,Unknown,Single,Female,Unemployed,Unknown,Unknown
83,Aethelstan Prairie,Paige,Bennett,29,Unknown,Single,Female,Technical author,Unknown,Unknown
83,Aethelstan Prairie,Damien,Elliott,38,Unknown,Single,Male,"Programme researcher, broadcasting/film/video",Unknown,Methodist
84,Aethelstan Prairie,Chloe,Clark,23,Head,Married,Female,Television production assistant,Unknown,Unknown
84,Aethelstan Prairie,Julian,Clark,25,Husband,Married,Male,Materials engineer,Unknown,Unknown
85,Aethelstan Prairie,Eileen,Jones-Singh,60,Head,Married,Female,Clinical molecular geneticist,Unknown,Christian
85,Aethelstan Prairie,Nicholas,Jones-Singh,65,Husband,Married,Male,Retired,Unknown,Christian
85,Aethelstan Prairie,Irene,Jones-Singh,27,Daughter,Single,Female,"Therapist, nutritional",Unknown,Christian
85,Aethelstan Prairie,Ashley,Jones-Singh,16,Son,Unknown,Male,Student,Unknown,Unknown
86,Aethelstan Prairie,Amelia,Griffiths,21,Head,Single,Female,University Student,Unknown,Unknown
86,Aethelstan Prairie,Jeffrey,Griffiths,0,Son,Unknown,Male,Child,Unknown,Unknown
87,Aethelstan Prairie,Gerald,Mills,22,Head,Married,Male,"Radiographer, diagnostic",Unknown,Catholic
87,Aethelstan Prairie,Francesca,Mills,19,Wife,Married,Female,University Student,Unknown,Catholic
88,Aethelstan Prairie,Samantha,O'Neill,58,Head,Single,Female,Database administrator,Unknown,Christian
89,Aethelstan Prairie,Gail,Clark,34,Head,Single,Female,Clothing/textile technologist,Unknown,Unknown
89,Aethelstan Prairie,Jay,Walton,36,Partner,Single,Male,Archivist,Unknown,Unknown
89,Aethelstan Prairie,Bruce,Clark,1,Son,Unknown,Male,Child,Unknown,Unknown
89,Aethelstan Prairie,Alex,Clark,1,Son,Unknown,Male,Child,Unknown,Unknown
90,Aethelstan Prairie,Linda,Abbott,43,Head,Single,Female,Call centre manager,Unknown,Christian
90,Aethelstan Prairie,Dean,Smith,45,Partner,Single,Male,Systems developer,Unknown,Christian
90,Aethelstan Prairie,Dale,Abbott,16,Son,Unknown,Male,Student,Unknown,Unknown
91,Aethelstan Prairie,Gordon,Richards,18,Head,Single,Male,Student,Unknown,Unknown
92,Aethelstan Prairie,Kelly,Nelson,54,Head,Married,Female,Volunteer coordinator,Unknown,Christian
92,Aethelstan Prairie,Gerald,Nelson,57,Husband,Married,Male,"Research officer, political party",Unknown,Unknown
92,Aethelstan Prairie,Kirsty,Nelson,23,Daughter,Single,Female,Clinical biochemist,Unknown,Unknown
92,Aethelstan Prairie,Hollie,Nelson,22,Daughter,Single,Female,University Student,Unknown,Unknown
92,Aethelstan Prairie,Jamie,Nelson,9,Son,Unknown,Male,Student,Unknown,Unknown
1,Chester Lane,Sophie,Riley,44,Head,Single,Female,Operational investment banker,Unknown,Unknown
1,Chester Lane,Lee,Riley,18,Son,Single,Male,Student,Unknown,Christian
1,Chester Lane,June,Riley,11,Daughter,Unknown,Female,Student,Unknown,Unknown
1,Chester Lane,Lucy,Riley,2,Daughter,Unknown,Female,Child,Unknown,Unknown
2,Chester Lane,Pauline,Brown,40,Head,Divorced,Female,Unemployed,Unknown,Unknown
2,Chester Lane,Carol,Brown,3,Daughter,Unknown,Female,Child,Unknown,Unknown
2,Chester Lane,June,Brown,0,Daughter,Unknown,Female,Child,Unknown,Unknown
2,Chester Lane,Ashley,Russell,62,Lodger,Divorced,Male,Occupational psychologist,Unknown,Christian
2,Chester Lane,Charlene,Fry,28,Lodger,Single,Female,Animal nutritionist,Unknown,Jewish
3,Chester Lane,Edward,Francis,34,Head,Single,Male,Unemployed,Unknown,Catholic
3,Chester Lane,Geoffrey,Sheppard,28,Unknown,Single,Male,Volunteer coordinator,Unknown,Unknown
3,Chester Lane,Alexandra,Jones,50,Unknown,Single,Female,Child psychotherapist,Unknown,Unknown
3,Chester Lane,Garry,Perry,20,Unknown,Single,Male,University Student,Unknown,Sikh
4,Chester Lane,Brenda,Sanderson,41,Head,Single,Female,Health physicist,Unknown,Catholic
4,Chester Lane,Iain,Cox,42,Partner,Single,Male,Legal executive,Unknown,Unknown
4,Chester Lane,Jeremy,Sanderson,13,Son,Unknown,Male,Student,Unknown,Unknown
4,Chester Lane,Steven,Sanderson,11,Son,Unknown,Male,Student,Unknown,Unknown
5,Chester Lane,Amber,Vaughan,37,Head,Single,Female,"Engineer, site",Unknown,Christian
5,Chester Lane,Abdul,Archer,42,Partner,Single,Male,Oceanographer,Unknown,Christian
5,Chester Lane,Mohamed,Vaughan,20,Son,Divorced,Male,Tax inspector,Unknown,Christian
5,Chester Lane,Jeffrey,Smith,2,Son,Unknown,Male,Child,Unknown,Unknown
6,Chester Lane,Vanessa,Howell,50,Head,Single,Female,Unemployed,Unknown,Catholic
6,Chester Lane,Nigel,Howell,13,Son,Unknown,Male,Student,Unknown,Unknown
6,Chester Lane,Valerie,Howell,13,Daughter,Unknown,Female,Student,Unknown,Unknown
6,Chester Lane,Leanne,Howell,10,Daughter,Unknown,Female,Student,Unknown,Unknown
6,Chester Lane,Harriet,Howell,7,Daughter,Unknown,Female,Student,Unknown,Unknown
7,Chester Lane,Rachael,Davies,35,Head,Single,Female,Unemployed,Unknown,Unknown
7,Chester Lane,Caroline,Davies,9,Daughter,Unknown,Female,Student,Unknown,Unknown
7,Chester Lane,Abbie,Davies,8,Daughter,Unknown,Female,Student,Unknown,Unknown
7,Chester Lane,Rhys,Davies,6,Son,Unknown,Male,Student,Unknown,Unknown
7,Chester Lane,Robin,Davies,1,Son,Unknown,Male,Child,Unknown,Unknown
7,Chester Lane,Heather,Gilbert,53,Lodger,Divorced,Female,Commercial/residential surveyor,Unknown,Christian
8,Chester Lane,Timothy,Clark,37,Head,Single,Male,Waste management officer,Unknown,Unknown
8,Chester Lane,Sharon,Sutton,36,Partner,Single,Female,Commercial art gallery manager,Unknown,Unknown
8,Chester Lane,Gordon,Wilkinson,40,Sibling,Divorced,Male,Press photographer,Unknown,Unknown
8,Chester Lane,Christian,Stewart,54,Lodger,Single,Male,Automotive engineer,Unknown,Christian
